[['368', '766', '217', '494'], 52230541196]
[['368', '529', '217', '419', '883', '438'], 53023841202]
[['368', '722', '494', '883', '177', '145'], 52838141122]
[['529', '829', '684', '883', '937', '438'], 52879541487]
[['829', '684', '494', '692', '937', '177'], 52807141173]
[['829', '766', '217', '494', '692', '937'], 52943241100]
[['529', '766', '354', '883', '177', '145'], 52941241094]
[['368', '529', '494', '120', '883', '438'], 52905841443]
[['529', '722', '684', '692', '120', '177'], 52940641140]
[['354', '684', '217', '494', '883', '937'], 52773041039]
[['684', '217', '494', '692', '120', '883'], 52753541462]
[['529', '766', '684', '937', '177', '145'], 52866941130]
[['684', '217', '692', '120', '883', '177'], 52711441259]
[['368', '354', '684', '494', '177', '145'], 52924041265]
[['722', '684', '494', '692', '120', '937'], 5280113965]
[['529', '829', '684', '120', '883', '145'], 5296623839]
[['368', '722', '217', '419', '692', '177'], 52898941174]
[['529', '766', '692', '120', '883', '438'], 52829041394]
[['722', '354', '684', '692', '145', '438'], 52727941398]
[['368', '829', '722', '354', '419', '145'], 53036141575]
[['829', '766', '684', '419', '145', '438'], 52823941386]
[['368', '829', '494', '120', '145', '438'], 52835641331]
[['529', '829', '354', '684', '494', '177'], 53096741052]
[['368', '217', '494', '692', '120', '883'], 52840341467]
[['529', '722', '684', '692', '177', '145'], 5289343940]
[['829', '766', '722', '217', '120', '937'], 5298153906]
[['684', '217', '494', '692', '120', '177'], 52754941175]
[['529', '722', '684', '419', '120', '883'], 52962141144]
[['368', '829', '217', '419', '883', '177'], 52987241219]
[['368', '766', '354', '217', '419', '438'], 53046341353]
[['368', '529', '722', '217', '419', '692'], 53095441582]
[['529', '217', '494', '692', '120', '438'], 52865541225]
[['368', '529', '354', '684', '692', '937'], 53073141524]
[['829', '722', '217', '692', '883', '937'], 5291333872]
[['368', '829', '354', '120', '883', '145'], 52992741157]
[['829', '419', '692', '120', '177', '438'], 52719241051]
[['368', '722', '684', '692', '120', '883'], 52974041017]
[['766', '354', '217', '494', '419', '177'], 5289103953]
[['529', '354', '494', '120', '883', '438'], 52821541191]
[['368', '529', '217', '883', '937', '177'], 52966341115]
[['368', '766', '217', '419', '120', '883'], 53017541198]
[['829', '766', '354', '692', '145', '438'], 52909241081]
[['829', '722', '684', '217', '692', '145'], 5291983932]
[['529', '722', '354', '494', '692', '145'], 52974841107]
[['368', '766', '692', '120', '937', '438'], 52783041550]
[['766', '354', '494', '883', '177', '438'], 52753941009]
[['368', '529', '217', '692', '177', '438'], 52944741208]
[['368', '829', '766', '722', '419', '120'], 53128041514]
[['368', '829', '494', '120', '883', '177'], 52865841093]
[['829', '883', '937', '177', '145', '438'], 5269563752]
[['368', '766', '722', '217', '494', '120'], 53058941207]
[['829', '722', '684', '494', '120', '177'], 5290573951]
[['368', '722', '494', '419', '120', '177'], 5294643912]
[['368', '529', '722', '354', '883', '937'], 53113141553]
[['829', '217', '419', '692', '937', '145'], 52765041507]
[['368', '829', '722', '684', '494', '120'], 53047641258]
[['368', '766', '217', '692', '120', '883'], 52951241171]
[['529', '766', '684', '937', '145', '438'], 52808641485]
[['829', '217', '494', '120', '883', '937'], 52784841041]
[['829', '722', '354', '419', '692', '883'], 5296623927]
[['368', '529', '829', '354', '217', '419'], 53238441295]
[['529', '829', '419', '692', '177', '438'], 5291553925]
[['529', '829', '354', '494', '177', '145'], 52997841316]
[['529', '829', '354', '217', '419', '883'], 53075541210]
[['368', '529', '494', '120', '937', '177'], 5295613960]
[['368', '529', '494', '177', '145', '438'], 52911541178]
[['368', '829', '766', '722', '684', '937'], 53105641334]
[['368', '217', '692', '883', '177', '145'], 52779941257]
[['368', '529', '829', '419', '145', '438'], 53015441186]
[['354', '684', '494', '419', '883', '438'], 52704441368]
[['766', '354', '419', '120', '177', '438'], 52743541274]
[['766', '494', '419', '120', '883', '145'], 52675941347]
[['529', '722', '354', '684', '494', '883'], 52972341556]
[['354', '217', '692', '120', '937', '177'], 52722341187]
[['368', '529', '829', '684', '120', '177'], 53123641064]
[['368', '217', '692', '120', '883', '145'], 52860641096]
[['829', '766', '217', '494', '419', '937'], 52968441120]
[['368', '529', '419', '692', '883', '145'], 52947041418]
[['829', '684', '217', '120', '177', '145'], 52803641091]
[['354', '217', '419', '692', '883', '145'], 52712841406]
[['368', '766', '722', '354', '419', '177'], 5310913917]
[['368', '684', '494', '419', '692', '120'], 5290673906]
[['722', '419', '692', '883', '937', '145'], 52682141324]
[['722', '354', '494', '120', '937', '145'], 52739141035]
[['829', '766', '722', '354', '120', '438'], 52933841361]
[['368', '722', '494', '883', '937', '145'], 5283233937]
[['766', '354', '692', '120', '177', '438'], 52691041295]
[['368', '829', '354', '684', '692', '937'], 53022241279]
[['368', '722', '684', '217', '177', '145'], 52937841266]
[['766', '684', '217', '494', '419', '145'], 52777841469]
[['368', '529', '722', '684', '692', '177'], 53077841169]
[['529', '766', '722', '692', '145', '438'], 52950241166]
[['529', '829', '684', '883', '937', '145'], 5293363994]
[['829', '722', '354', '684', '217', '937'], 5298053925]
[['829', '766', '684', '692', '883', '145'], 5289313805]
[['722', '494', '692', '120', '937', '177'], 52724841079]
[['529', '354', '692', '120', '937', '145'], 52854941093]
[['722', '354', '120', '937', '177', '145'], 52696241204]
[['766', '722', '354', '494', '692', '883'], 52866141457]
[['722', '684', '419', '692', '120', '937'], 5280693757]
[['368', '354', '494', '120', '937', '145'], 52855441080]
[['217', '494', '692', '120', '883', '177'], 52640841252]
[['829', '766', '684', '419', '120', '145'], 52869141225]
[['829', '354', '692', '120', '177', '438'], 52766641100]
[['368', '829', '766', '354', '684', '937'], 53135541338]
[['354', '120', '883', '937', '177', '438'], 52638441032]
[['829', '722', '354', '217', '419', '177'], 52924741071]
[['766', '722', '684', '494', '177', '438'], 52773141395]
[['368', '766', '722', '494', '883', '937'], 52950441291]
[['766', '354', '684', '494', '937', '177'], 5284483839]
[['829', '419', '120', '883', '937', '177'], 52773041045]
[['368', '829', '120', '883', '937', '177'], 52888941092]
[['529', '766', '692', '883', '145', '438'], 52848941121]
[['829', '766', '494', '120', '177', '145'], 52835641179]
[['722', '684', '494', '419', '120', '145'], 52743241333]
[['766', '354', '684', '937', '177', '145'], 52777441228]
[['368', '354', '494', '419', '937', '177'], 5290333881]
[['722', '354', '684', '419', '692', '883'], 5284763905]
[['766', '217', '692', '937', '177', '145'], 52673141220]
[['368', '494', '419', '120', '883', '937'], 52807041211]
[['766', '722', '217', '494', '419', '883'], 52832041503]
[['829', '217', '883', '937', '177', '438'], 5277303784]
[['529', '766', '494', '120', '937', '177'], 5290323925]
[['722', '217', '494', '419', '692', '883'], 52747741360]
[['529', '217', '419', '692', '883', '145'], 52806141315]
[['368', '722', '354', '217', '419', '177'], 5300913994]
[['529', '722', '684', '217', '120', '883'], 52957241186]
[['766', '354', '684', '217', '177', '438'], 52795641417]
[['829', '354', '692', '883', '937', '145'], 52855741113]
[['368', '529', '722', '692', '177', '145'], 53009241178]
[['529', '766', '722', '494', '692', '438'], 52992441188]
[['722', '354', '684', '217', '937', '177'], 5280083905]
[['529', '722', '217', '692', '883', '177'], 52875341282]
[['529', '766', '722', '419', '692', '438'], 52972441166]
[['766', '722', '692', '120', '937', '145'], 5279403937]
[['829', '722', '494', '419', '145', '438'], 5282643791]
[['829', '494', '120', '883', '937', '145'], 5271363954]
[['354', '217', '494', '419', '177', '438'], 5275393789]
[['829', '217', '494', '883', '177', '438'], 5276823780]
[['722', '120', '883', '937', '177', '145'], 52668441065]
[['829', '354', '684', '419', '883', '177'], 52927541066]
[['368', '829', '766', '494', '937', '177'], 52992141023]
[['368', '722', '354', '692', '120', '145'], 52940841111]
[['368', '829', '722', '692', '177', '145'], 52916441172]
[['368', '529', '829', '766', '354', '217'], 53334741380]
[['529', '354', '494', '883', '145', '438'], 5281403910]
[['529', '829', '722', '684', '419', '177'], 5306443997]
[['368', '354', '494', '692', '120', '438'], 52834841356]
[['529', '217', '494', '419', '120', '883'], 52855841623]
[['368', '529', '829', '766', '354', '684'], 53315541605]
[['529', '829', '766', '722', '354', '438'], 53168241233]
[['368', '529', '354', '419', '883', '145'], 53058041553]
[['766', '354', '419', '692', '883', '177'], 52798541162]
[['829', '766', '722', '937', '177', '438'], 52931241047]
[['829', '766', '494', '419', '937', '438'], 52900441035]
[['368', '829', '692', '120', '937', '177'], 52824341202]
[['722', '684', '217', '494', '937', '145'], 52734341019]
[['684', '494', '419', '692', '120', '883'], 52735141382]
[['722', '494', '692', '177', '145', '438'], 5265773772]
[['368', '529', '217', '419', '177', '438'], 53013841209]
[['368', '722', '354', '684', '217', '883'], 53067741081]
[['368', '354', '120', '177', '145', '438'], 52810941360]
[['368', '494', '692', '120', '883', '438'], 52725641300]
[['766', '722', '354', '217', '937', '177'], 5287393937]
[['529', '217', '494', '937', '177', '438'], 5277663916]
[['829', '684', '217', '419', '692', '177'], 52858741280]
[['684', '217', '494', '419', '177', '438'], 52673541356]
[['368', '529', '722', '494', '120', '177'], 5310703995]
[['368', '529', '354', '217', '120', '883'], 53140441287]
[['529', '354', '684', '217', '883', '438'], 52887841523]
[['684', '494', '692', '883', '937', '177'], 52623141095]
[['368', '829', '766', '684', '494', '120'], 53039941482]
[['766', '217', '494', '883', '177', '438'], 5270353988]
[['354', '217', '692', '883', '937', '438'], 5275173815]
[['829', '354', '419', '120', '145', '438'], 52754441063]
[['368', '529', '766', '354', '883', '145'], 53174541182]
[['368', '217', '419', '883', '937', '145'], 52805341496]
[['529', '494', '120', '883', '177', '438'], 52725041146]
[['766', '722', '354', '937', '177', '438'], 52827641037]
[['368', '722', '692', '120', '145', '438'], 52838741350]
[['368', '829', '722', '494', '883', '438'], 52960941062]
[['529', '120', '883', '937', '177', '145'], 52721541096]
[['529', '829', '766', '217', '494', '692'], 53124541376]
[['217', '494', '883', '937', '145', '438'], 5256793744]
[['368', '217', '120', '937', '177', '145'], 52807441262]
[['529', '766', '217', '177', '145', '438'], 52858641133]
[['368', '217', '494', '120', '937', '145'], 52830441080]
[['529', '722', '354', '217', '692', '438'], 5296003974]
[['368', '766', '354', '494', '883', '145'], 52965441118]
[['529', '829', '217', '120', '883', '438'], 52913541211]
[['829', '354', '419', '692', '937', '177'], 52860441203]
[['529', '766', '354', '684', '883', '438'], 52932041527]
[['829', '722', '217', '494', '937', '438'], 5288513831]
[['529', '766', '684', '217', '494', '937'], 52966941366]
[['368', '766', '684', '692', '120', '937'], 52892541236]
[['722', '354', '684', '494', '692', '145'], 52822341043]
[['829', '217', '692', '177', '145', '438'], 5272673800]
[['368', '766', '722', '419', '692', '937'], 52962741252]
[['829', '684', '217', '494', '883', '145'], 52828341101]
[['368', '766', '722', '684', '692', '937'], 52952941267]
[['829', '354', '684', '217', '494', '937'], 52975141117]
[['368', '529', '766', '684', '494', '419'], 53161341057]
[['722', '354', '692', '120', '883', '438'], 52753241088]
[['829', '766', '684', '217', '419', '692'], 52968941322]
[['368', '829', '722', '419', '692', '120'], 52998841250]
[['529', '722', '684', '494', '883', '937'], 52865341271]
[['529', '722', '354', '692', '177', '145'], 52908341084]
[['368', '529', '722', '354', '684', '177'], 5319513974]
[['829', '722', '217', '419', '120', '937'], 5288673863]
[['529', '684', '494', '419', '937', '145'], 52805641343]
[['529', '354', '494', '177', '145', '438'], 5283253921]
[['766', '722', '354', '684', '217', '692'], 52901441153]
[['368', '829', '766', '937', '177', '438'], 52951741308]
[['529', '684', '217', '883', '937', '145'], 52817841064]
[['368', '354', '217', '120', '937', '438'], 52881941386]
[['829', '766', '722', '684', '217', '937'], 5300253946]
[['529', '354', '684', '692', '120', '145'], 5295043930]
[['529', '354', '684', '419', '692', '177'], 52959841108]
[['354', '494', '419', '883', '937', '145'], 52623641435]
[['722', '354', '692', '937', '145', '438'], 5272473807]
[['368', '829', '722', '354', '494', '120'], 53065841494]
[['368', '529', '684', '217', '419', '120'], 53149241002]
[['529', '766', '722', '354', '145', '438'], 53000741189]
[['722', '217', '120', '883', '177', '438'], 52678941049]
[['368', '829', '494', '419', '692', '177'], 52878841201]
[['368', '684', '217', '494', '937', '177'], 5288123961]
[['529', '766', '217', '494', '692', '937'], 52946641338]
[['829', '766', '354', '419', '120', '883'], 52960641096]
[['368', '529', '722', '419', '120', '937'], 53087841516]
[['529', '766', '354', '692', '177', '145'], 52934941102]
[['529', '829', '766', '722', '120', '145'], 5311973915]
[['829', '766', '722', '692', '177', '145'], 5290453989]
[['368', '722', '354', '684', '494', '177'], 5301563908]
[['829', '766', '354', '494', '419', '145'], 52961241566]
[['368', '829', '354', '217', '692', '145'], 53005541298]
[['829', '766', '722', '419', '883', '937'], 5300103878]
[['368', '722', '692', '883', '177', '145'], 52846741122]
[['368', '529', '692', '883', '937', '177'], 52888341225]
[['529', '829', '766', '684', '419', '883'], 53095641291]
[['722', '217', '494', '692', '120', '145'], 52768141055]
[['529', '766', '722', '217', '120', '177'], 53010941024]
[['368', '419', '883', '937', '177', '145'], 52753141527]
[['529', '722', '217', '883', '145', '438'], 5285673920]
[['766', '684', '692', '177', '145', '438'], 52620541342]
[['829', '766', '722', '494', '692', '120'], 52975641416]
[['766', '722', '494', '692', '120', '883'], 52805241476]
[['368', '722', '684', '494', '419', '883'], 52936241422]
[['722', '684', '494', '692', '883', '177'], 52719741104]
[['368', '829', '722', '217', '120', '937'], 53021141321]
[['722', '354', '217', '419', '692', '438'], 5278463816]
[['368', '529', '766', '722', '217', '438'], 53166741474]
[['529', '829', '766', '354', '217', '145'], 53153641159]
[['829', '354', '494', '419', '692', '883'], 52906241373]
[['529', '684', '494', '692', '883', '937'], 52816241254]
[['529', '766', '937', '177', '145', '438'], 52798141107]
[['529', '722', '419', '120', '177', '145'], 52855441378]
[['529', '766', '354', '883', '937', '145'], 52933241100]
[['368', '766', '217', '494', '419', '177'], 5299853987]
[['722', '354', '494', '419', '120', '177'], 5279573851]
[['829', '494', '419', '883', '937', '177'], 52751941038]
[['368', '766', '217', '120', '937', '177'], 52954341027]
[['529', '766', '354', '217', '120', '177'], 53003041042]
[['766', '684', '494', '120', '177', '145'], 52733341104]
